s_no,tpa,entity_code,hospital_name,address,district,subentities,single_multi,pvt_govt,directrate,edc,edc_date,year,grade,bariatric_surgery,cardiology,cardiothoracic_surgeries,dermatology,ent,endocrinology,follow_up_procedure,gastroenterology,general_medicine,general_surgery,genitourinary_surgery,gynaecology_obstetric_surgery,haemotology,hepatology,infectious_diseases,interventional_cardiology,interventional_radiology,medical_oncology,neonatology,nephrology,neurology,neurosurgery,ofms,ophthalmology_surgeries,orthopedics,paediatric_intensive_care,paediatric_surgeries,paediatrics,plastic_surgery,pmr,psychiatry,pulmonology,radiation_oncology,rehabilitation,rheumatology,spine,surgical_gastro_enterology,surgical_oncology,vascular_surgeries,joint_replacement,latitude,longitude,location_accuracy
361,MA,H_19486,"Manickam Hospital, Rasipuram, Namakkal TN.","NO. 132, ANNA SALAI, NEW BUS STAND RD, E.B.COLONY, VIP NAGAR, NAMAKKAL",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,3,04-04-2017,2017,A2,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11.4610736,78.1720537,Village/Town Center
365,MA,H_18905,"Maruthi Hopsital Salem Rd,Namakkal TN.","743E, SALEM RD, SWAMY NAGAR, NAMAKKAL,",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,3,04-04-2017,2017,A4,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.2191692,78.16787,Village/Town Center
2007,MA,H_20011,"Namakkal Scan and Diagnostics, Namakkal DC.",,Namakkal,Private,PVT-STANDALONE,DC PVT-STANDALONE,Pvt,5,19-04-2017,2017,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.3033889,78.118604,District Center
2005,MA,H_21243,"Nivi Hitech Scans, Namakkal DC.",,Namakkal,Private,PVT-STANDALONE,DC PVT-STANDALONE,Pvt,2,27-03-2017,2017,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.3033889,78.118604,District Center
448,MA,H_18578,"Sakthi Hospital,Namakkal TN.
","6/920, TIRUCHENGODE - NAMAKKAL",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A3,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.3033889,78.118604,District Center
2066,MA,H_22720,"Samrutha Diagnostics, Namakkal DC.",,Namakkal,Private,PVT-STANDALONE,DC PVT-STANDALONE,Pvt,24,10-08-2018,2018,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.3033889,78.118604,District Center
455,MA,H_18890,"Santhi Hospital Rasipuram,Namakkal TN.","RASIPURAM,NAMAKKAL",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,5,19-04-2017,2017,A2,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.4537338,78.1784576,Village/Town Center
457,MA,H_22733,"Saravana Hospital, Namakkal TN.","89,Trichy Road,Ganesapuram,Namakkal (Dt) - 637001",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,25,26-10-2018,2018,A6,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.216652,78.171298,Exact Hospital
2006,MA,H_19808,"Shanmuga Heart Center,Namakkal DC.",,Namakkal,Private,PVT-STANDALONE,DC PVT-STANDALONE,Pvt,5,19-04-2017,2017,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.3033889,78.118604,District Center
472,MA,H_22003,"Shree Akhshaya Hospital Namakkal, TN.","553/1, Salem road, Namakkal",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,2,27-03-2017,2017,A4,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,11.2356716,78.165237,Exact Hospital
474,MA,H_19739,"Shri Vigneshwaran Hosp Sendamangalam Namakkal, TN.","3 MAIN ROAD, SENTHAMANGALAM, NAMAKKAL,,",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,5,19-04-2017,2017,A6,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.2833345,78.235441,Exact Hospital
483,MA,H_22823,"Soorya Multispechiality hospitals, Namakkal TN.","164, Bungalow Street, erode Main Road, Tiruchengode",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,30,20-03-2019,2019,A6,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,11.3033889,78.118604,District Center
484,MA,H_21995,"SPM Medical Centre, Namakkal TN.
","158-1, Sankari Main Road, Tiruchengode, Namakkal D.t",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,1,20-03-2017,2017,A5,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.3881331,77.8931963,Exact Hospital
506,MA,H_23657,"Sri Ragavendra Hospital, Namakal TN.","30, Dr Sankaran Road, Namakkal ",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,46,29-03-2021,2021,A6,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,11.3033889,78.118604,District Center
528,MA,H_20919,"Sugam Hospital, Rasipuram, Namakkal TN.","RAMAMOORTHY NAGAR, RASIPURAM,NAMAKKAL",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,3,04-04-2017,2017,A3,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,11.4553007,78.1936221,Exact Hospital
537,MA,H_23694,"Swamy Vivekananda MC, Namakkal TN."," D.NO: 25, 8, Old Munsif Ct St, Namakkal, Tamil Nadu 637001",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,53,18-09-2021,2021,A4,False,True,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True,True,11.1592282,78.1594563,Village/Town Center
547,MA,H_18331,"Thangam Hospital, Namakkal TN.","54, DR. SANKARAN ROAD, NAMAKKAL, ",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,2,27-03-2017,2017,A2,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,11.21472,78.171857,Exact Hospital
552,MA,H_18531,"Thirukumaran Hospitals,Namakkal TN","THONDIKARADU, TIRUCHENGODE,NAMAKKAL",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,5,19-04-2017,2017,A3,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,11.3786608,77.8949223,Village/Town Center
555,MA,H_24858,"United Welfare Trust Dialysis Centre,Namakkal TN.","No. 285, Trichy Main Road, Namakkal",Namakkal,Private,Single,PVT HOSPITAL,Pvt,53,18-09-2021,2021,S1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.3033889,78.118604,District Center
562,MA,H_22718,"Velavan Hospital, Namakkal, TN.","348/4, Salem Main Road, Tiruchengode, Namakkal",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,24,08-10-2018,2018,A6,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.3786608,77.8949223,Village/Town Center
572,MA,H_26025,"Visakan Medical Centre, Tiruchengode, Namakkal,TN.","NO 6, WEST MUNIYAPPAN KOVIL STREET NEAR JOTHI THEATER, TIRUCHENGODE, NAMAKKAL DIST",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,77,08-07-2024,2024,A6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.3786608,77.8949223,Village/Town Center
574,MA,H_18394,"Vivekanandha Medical Care Hospital, Namakkal TN.","TIRUCHENGODE - NAMAKKAL - TRICHY RD, ELAIYAMPALAYAM",Namakkal,Private,Multi,PVT HOSPITAL,Pvt,1,20-03-2017,2017,A1,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,11.3651259,77.9478492,Exact Hospital
2008,MA,H_22379,"Anbagam Spl Sc fr Met Ret Chd,Autism PerambalurTN.",,Perambalur,Private,Multi,PVT AUTISM,Pvt,10,21-08-2017,2017,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.2902641,78.9300404,District Center
196,MA,H_18258,"Arputhaa Medical Care Hospital, Perambalur TN.","NO 482/2B , VENKATESAPURAM, TRICHY MAIN ROAD, PERAMBALUR. 621212",Perambalur,PVT,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A3,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,11.2341108,78.877708,Exact Hospital
2070,MA,H_22473,"DEIC, Perambalur TN.",,Perambalur,DEIC,DEIC,DEIC,Govt,0,05-02-2018,2018,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.2902641,78.9300404,District Center
241,MA,H_18294,"Dhanalakshmi Srinivas Hospital,Perambalur TN.","NH-45, Trichy Chennai Highway,",Perambalur,PVT-MC,Multi,PVT HOSPITAL,Pvt,3,04-04-2017,2017,A4,False,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,11.2902641,78.9300404,District Center
242,MA,H_22577,"Dhanalakshmi Srinivasa Spr Spl Hos, Perambalur TN.","NH-45, Trichy Chennai Highway, Siruvachur, Perambalur",Perambalur,PVT,Multi,PVT HOSPITAL,Pvt,15,05-02-2018,2018,A1,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,11.1907735,78.8690448,Village/Town Center
243,MA,H_25938,"Dhanalakshmi Srinivasan Ins of MedSc,Perambalur TN","Thuraiyur Main Road, Perambalur, Perambalur District",Perambalur,PVT-MC,Multi,PVT HOSPITAL,Pvt,72,17-11-2023,2023,A4,False,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,11.2356695,78.8688353,Village/Town Center
2069,MA,H_22512,"District Diff.abled welfare office,Perambalur TN.",,Perambalur,DDWO,DDWO,DDWO,Govt,15,05-02-2018,2018,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.2902641,78.9300404,District Center
1572,MA,H_24792,"Govt Ammapalayam UPHC, Perambalur TN.","AMMAPALAYAM BLOCK, PERAMBALUR TALUK & DISTRICT",Perambalur,UPHC,Multi,Govt-MTM,Govt,52,06-09-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.2902641,78.9300404,District Center
145,MA,H_25871,"Govt Hospital, Karai, Perambalur TN.",Ariyalur main road alathur thaluk perambalur district ,Perambalur,GOVT-DMS,Multi,GOVT-DMS,Govt,69,12-05-2023,2023,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.2902641,78.9300404,District Center
146,MA,H_25872,"Govt Hospital, Krishnapuram, Perambalur TN.","GOVT TALUK HOSPITAL, KRISHNAPURAM.",Perambalur,GOVT-DMS,Multi,GOVT-DMS,Govt,69,12-05-2023,2023,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.4261241,78.7200159,Exact Hospital
147,MA,H_25873,"Govt Hospital, Veppur, Perambalur TN.","Government Hospital,Veppur,Perambalur - District",Perambalur,GOVT-DMS,Multi,GOVT-DMS,Govt,69,12-05-2023,2023,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.31459,79.064626,Exact Hospital
1571,MA,H_24791,"Govt Kolakkanatham UPHC,Alanthur, Perambalur TN.","KOLAKKANATHAM, ALATHUR BLOCK & TALUK, PERAMBALUR DISTRICT",Perambalur,UPHC,Multi,Govt-MTM,Govt,52,06-09-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.2902641,78.9300404,District Center
1574,MA,H_24795,"Govt Labbaikudikadu UPHC,Veppur Perambalur TN.","LABBAIKUDIKADU BLOCK, KUNNAM TALUK, PERAMBALUR DISTRICT",Perambalur,UPHC,Multi,Govt-MTM,Govt,52,06-09-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.2902641,78.9300404,District Center
1573,MA,H_24793,"Govt Poolambadi UPHC,Veppanthattai, Perambalur TN.","VALIKANDAPURAM, VEPPANTHATTAI BLOCK & TALUK, PERAMBALUR DISTRICT",Perambalur,UPHC,Multi,Govt-MTM,Govt,52,06-09-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.2902641,78.9300404,District Center
38,MA,H_18490,"Govt.Head Quarters Hospital,Perambalur TN.","Govt Head Quarters Hospital,Thuraiyur Road,Perambalur.",Perambalur,GOVT-DMS,Multi,GOVT-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.1427518,79.0695718,Exact Hospital
343,MA,H_18610,"Lakshmi Nursing Home,Perambalur TN.",7A/ 44-1D MADHANAGOPALAPURAM PERAMBALUR - 621212,Perambalur,PVT,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A3,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11.2902641,78.9300404,District Center
381,MA,H_22851,"MG Hospital,Perambalur TN.","2/1215,M.G.R Nagar Road,FourwayRoad,Thuraimangalam, Perambalur -621220",Perambalur,PVT,Multi,PVT HOSPITAL,Pvt,31,13-05-2019,2019,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.2356695,78.8688353,Village/Town Center
399,MA,H_18651,"Niranjan Nursing Home,Perambalur TN.","Niranjan Nursing Home #229-A/19,Mettu St, Renga Nagar, Perambalur TK and Dist.",Perambalur,PVT,Multi,PVT HOSPITAL,Pvt,5,19-04-2017,2017,A3,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.2902641,78.9300404,District Center
480,MA,H_18800,"SKS HOSPITAL, PERAMBULUR TN.","NO:61,TRICHY MAIN ROAD,VENGATESAPURAM,PERAMBALUR.PIN CODE:621212.",Perambalur,PVT,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A3,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,11.2902641,78.9300404,District Center
2009,MA,H_22380,"The Valarpirai Sch fr Spl Chd,Autism,Perambalur TN",,Perambalur,Private,Multi,PVT AUTISM,Pvt,10,21-08-2017,2017,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.2902641,78.9300404,District Center
2173,MA,H_26189,"Arasu scans, Pudukkottai DC.",,Pudukottai,PVT-STANDALONE,DC,DC PVT-STANDALONE,PVT,87,28-05-2025,2025,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.3826515,78.8191259,District Center
254,MA,H_23416,"DR Muthuraja Multi speciality Hospt,Pudukottai TN.","TS:NO 3652 ,WEST 4TH STREET,NEAR SANDHAPETTAI",Pudukottai,Private,Multi,PVT HOSPITAL,Pvt,39,17-09-2020,2020,A3,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,10.3583203,78.7947177,Village/Town Center
107,MA,H_22714,"Govt Hospital Alangudi, Pudukkottai TN.","  Govt Hospital Bharathiar Salai, Alangudi,  PUDUKKOTTAI -   622301",Pudukottai,Sub-district Hospital,Multi,Govt-DMS,Govt,24,08-10-2018,2018,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.378673,78.81845,Exact Hospital
42,MA,H_22127,"Govt Hospital Annavasal,Pudukottai TN.","VIRALIMALAI ROAD, ANNAVASAL",Pudukottai,Sub-district Hospital,Multi,Govt-DMS,Govt,6,15-05-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.3826515,78.8191259,District Center
114,MA,H_23002,"Govt Hospital Avudayar Kovil, Pudhukottai TN.","Avudaiyarkoil-Mimisal Rd, Avudaiyarkoil, Pudhukottai- 614618",Pudukottai,Sub-district Hospital,Multi,Govt-DMS,Govt,33,07-11-2019,2019,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.3826515,78.8191259,District Center
43,MA,H_22126,"Govt Hospital Gandarvakottai,Pudukottai TN.","OPPOSITE POLICE STATION, GANDARVAKOTTAI, PUDUKKOTTAI(DT).",Pudukottai,Sub-district Hospital,Multi,Govt-DMS,Govt,6,15-05-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.3826515,78.8191259,District Center
105,MA,H_22651,"Govt Hospital illuppur, Pudukkottai,TN",Medical officer Govt Hospital Illuppur Pudukkotai -622001,Pudukottai,Sub-district Hospital,Multi,Govt-DMS,Govt,19,21-06-2018,2018,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.5117513,78.6239325,Hospital in TN
115,MA,H_23003,"Govt Hospital Karambakudi, Pudhukottai TN.","BUNGALOW KULAM STREET,KARAMBAKUDI,PUDUKKOTTAI-601302",Pudukottai,Sub-district Hospital,Multi,Govt-DMS,Govt,33,07-11-2019,2019,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.3826515,78.8191259,District Center
113,MA,H_23001,"Govt Hospital Keeranur ,Pudhukottai TN.","OVK Nagar, Keeranur,  Pudhukottai- 622502",Pudukottai,Sub-district Hospital,Multi,Govt-DMS,Govt,33,07-11-2019,2019,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.3826515,78.8191259,District Center
106,MA,H_22695,"Govt Hospital Manamelkudi,Pudukottai TN.",Medical Officer Government Hospital EC Road Manamelkudi Pudukkottai-DT-614620,Pudukottai,Sub-district Hospital,Multi,Govt-DMS,Govt,22,06-08-2018,2018,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.3826515,78.8191259,District Center
112,MA,H_23000,"Govt Hospital Valayapatti, Pudhukottai TN.","government hospital, market road, karambagudi, pudukkottai district",Pudukottai,Sub-district Hospital,Multi,Govt-DMS,Govt,33,07-11-2019,2019,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.3826515,78.8191259,District Center
104,MA,H_22600,"Govt Hospital Viralimalai, Pudukkotai TN.","Dindugal Main Road viralimali, Pudukkotai",Pudukottai,Sub-district Hospital,Multi,Govt-DMS,Govt,16,14-03-2018,2018,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.3826515,78.8191259,District Center
41,MA,H_19088,"Govt Hospital,Thirumayam,Pudukottai,TN","NEAR BUS STAND, THIRUMAYAM, PUDUKKOTTAI(DT)",Pudukottai,Sub-district Hospital,Multi,Govt-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.2449424,78.7463884,Village/Town Center
2073,MA,H_22490,"Govt Pudukottai MCH DEIC, Pudukottai TN.",,Pudukottai,DEIC,DEIC,DEIC,Govt,0,14-02-2018,2018,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.3826515,78.8191259,District Center
148,MA,H_25855,"Govt Subramaniyapuram Hospital, Pudukottai TN.","Aranthangi (T.K),Pudukkottai (D.T),Pincode- 614 805",Pudukottai,Sub-district Hospital,Multi,Govt-DMS,Govt,69,12-05-2023,2023,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.3826515,78.8191259,District Center
2072,MA,H_22531,"Govt.DDWO,Pudukottai TN.",,Pudukottai,DDWO,DDWO,DDWO,Govt,0,22-02-2018,2018,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.3826515,78.8191259,District Center
40,MA,H_19087,"Govt.Head Quarters,Arranthangi,Pudukottai TN.","PATTUKOTTAI ROAD, ARANTHANGI, PUDUKKOTTAI(DT)",Pudukottai,District Hospital,Multi,Govt-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.3678711,78.834706,Village/Town Center
1531,MA,H_24643,"GUPHC, Adhanakottai, Pudukottai TN.","Block Medical Officer,Primary Health Centre,Adhanakkottai, Pudukottai block, Pudukkottai dt, Tamil Nadu-622203
",Pudukottai,PHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.3826515,78.8191259,District Center
1528,MA,H_24637,"GUPHC, Annavasal, Parambur, Pudukottai TN. ","Block Medical Officer, Primary Health Centre, Parambur, Annavasal Block, Pudukkottai Dt, Tamil Nadu-621316
",Pudukottai,PHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.3826515,78.8191259,District Center
1524,MA,H_24632,"GUPHC, Aranthangi, Nagudi, Pudukottai TN.","PHC, Nagudi, Aranthangi",Pudukottai,PHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.3826515,78.8191259,District Center
1529,MA,H_24640,"GUPHC, Arimalam, Pudukottai TN. ","Block Medical Officer, Primary Health Centre, Kadiyapatti, Arimalam Block, Pudukkottai Dt, Tamil Nadu-622505
",Pudukottai,PHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.3826515,78.8191259,District Center
1526,MA,H_24635,"GUPHC, Avudayarkoil, Ponbethi, Pudukottai TN. ","PHC Ponbethi, Avudaiyarkovil Taluk, Pudukkottai - Dt",Pudukottai,PHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.3826515,78.8191259,District Center
1527,MA,H_24636,"GUPHC, Gandarvakottai, Pudhunagar, Pudukottai TN.","PHC Pudunagar, Gandarvakottai Taluk, Pudukkottai - Dt. ",Pudukottai,PHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.3826515,78.8191259,District Center
